Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,ADM,P_SNF_ADM,P_EDV_Vis,P_EM_Total,P_EM_PCP_Vis,P_CT_VIS,P_MRI_VIS,N_PCP,N_Spec,N_Hosp,GenSaveLoss,EarnSaveLoss,Performance_Year,Per_Capita_Exp_TOTAL_PY,ACO_ID,ACO_Name
100178.0,12055.0,14341.0,9873.0,104705.0,11071.0,14311.0,10035.0,112860.0,12261.0,15968.0,10620.0,1.076,0.963,0.94,0.996,14563.0,1696.0,6503.0,4347.0,2017.0,8758.0,5805.0,10221.0,1838.0,839.0,232,61,427.0,12136.0,5967.0,542.0,209,118.0,67.0,5,10885348.0,4217740.0,2020,10171.0,A1059,"Optimus Healthcare Partners, LLC"
79492.0,9675.0,18695.0,8672.0,78440.0,10186.0,17314.0,9035.0,78755.0,10347.0,17336.0,9498.0,0.991,1.006,1.013,0.971,34019.0,2365.0,17632.0,10270.0,3752.0,19585.0,14434.0,29822.0,2977.0,175.0,271,52,519.0,9244.0,3251.0,666.0,208,468.0,686.0,8,9901310.0,7333158.0,2020,9542.0,A1061,Ascension Care Management Health Partners Tennessee
73968.0,8747.0,13776.0,8243.0,74063.0,8360.0,14130.0,8639.0,72662.0,8425.0,15138.0,8737.0,0.999,0.931,1.035,0.997,18447.0,2818.0,9466.0,4365.0,1798.0,10075.0,8372.0,16474.0,1213.0,96.0,280,39,656.0,8690.0,3566.0,639.0,142,240.0,406.0,3,11669612.0,5652023.0,2020,8784.0,A1063,Summa Accountable Care Organization
81000.0,9722.0,14624.0,9555.0,80821.0,10100.0,15053.0,9736.0,90525.0,10994.0,16042.0,10089.0,1.08,1.025,1.11,1.04,26942.0,5432.0,10694.0,7101.0,3715.0,14703.0,12239.0,25621.0,152.0,63.0,262,60,773.0,7573.0,1980.0,676.0,191,690.0,1504.0,14,14338616.0,10619537.0,2020,10617.0,A1066,Essentia Health
115955.0,18709.0,27497.0,23977.0,121312.0,18763.0,28795.0,25231.0,117453.0,17851.0,27726.0,25320.0,1.032,0.917,0.901,1.015,10347.0,2710.0,4140.0,2434.0,1063.0,5717.0,4630.0,7869.0,1378.0,103.0,377,95,832.0,11761.0,1264.0,835.0,219,128.0,88.0,0,56620645.0,18993856.0,2020,13405.0,A1070,"Allcare Options, LLC"
69483.0,8021.0,12025.0,8565.0,72502.0,8689.0,13189.0,8969.0,70959.0,8666.0,13195.0,8856.0,1.001,0.827,0.908,0.993,8313.0,1934.0,2865.0,2286.0,1228.0,4643.0,3670.0,8036.0,38.0,22.0,243,46,822.0,7447.0,2846.0,598.0,171,370.0,554.0,3,0.0,0.0,2020,10029.0,A1080,Central Maine ACO
73770.0,9571.0,13248.0,8277.0,80089.0,10188.0,13420.0,8747.0,81299.0,10294.0,14212.0,9018.0,1.014,1.037,0.985,1.06,8904.0,2486.0,3544.0,1855.0,1019.0,4904.0,4000.0,5606.0,1946.0,487.0,372,77,928.0,10705.0,4675.0,655.0,184,132.0,56.0,0,991021.0,479988.0,2020,12161.0,A1083,"Accountable Care Coalition of Southeast Wisconsin, LLC"
77993.0,10772.0,16411.0,10551.0,79293.0,10660.0,16514.0,10626.0,87561.0,10363.0,14522.0,10248.0,0.983,1.003,0.95,1.055,25365.0,5193.0,11293.0,6089.0,2790.0,15571.0,9794.0,20099.0,3618.0,485.0,332,49,625.0,9393.0,4319.0,683.0,193,428.0,242.0,0,11742388.0,8530907.0,2020,9877.0,A1095,Beaumont ACO
109726.0,11477.0,19124.0,12434.0,101304.0,12854.0,21179.0,12939.0,105829.0,13089.0,21627.0,13392.0,1.041,0.936,1.141,1.141,31633.0,2625.0,13443.0,10377.0,5188.0,17868.0,13765.0,27804.0,1554.0,480.0,285,70,467.0,14155.0,5556.0,729.0,372,148.0,547.0,0,11735476.0,4620844.0,2020,13571.0,A1161,"CHS Physician Partners ACO, LLC"
98036.0,10737.0,14959.0,9975.0,97257.0,11055.0,15463.0,10300.0,96593.0,11363.0,15731.0,10862.0,1.037,1.045,0.94,1.023,43213.0,2888.0,22067.0,13010.0,5248.0,25466.0,17747.0,32362.0,4524.0,2670.0,261,36,501.0,10136.0,3878.0,627.0,248,541.0,482.0,6,29560729.0,11491733.0,2020,11005.0,A1175,Memorial Hermann Accountable Care Organization
98036.0,10737.0,14959.0,9975.0,97257.0,11055.0,15463.0,10300.0,96593.0,11363.0,15731.0,10862.0,1.037,1.045,0.94,1.023,43213.0,2888.0,22067.0,13010.0,5248.0,25466.0,17747.0,32362.0,4524.0,2670.0,261,36,501.0,10136.0,3878.0,627.0,248,541.0,482.0,6,29560729.0,11491733.0,2020,11005.0,A3596,"Genovista Health, LLC"
91877.0,10643.0,20232.0,10144.0,85221.0,10635.0,20247.0,9790.0,89859.0,10738.0,19466.0,10377.0,0.953,0.959,1.017,0.964,12801.0,1177.0,6838.0,3518.0,1268.0,7396.0,5405.0,9550.0,2333.0,202.0,271,32,525.0,10098.0,4057.0,638.0,233,225.0,439.0,4,8213756.0,6006309.0,2020,10629.0,A1196,Methodist Alliance for Patients and Physicians
86204.0,10121.0,16051.0,8721.0,86585.0,10067.0,15918.0,8943.0,90996.0,10660.0,16676.0,9412.0,1.067,1.117,1.248,1.101,36787.0,3371.0,16491.0,11985.0,4940.0,21518.0,15269.0,32724.0,2886.0,166.0,286,53,607.0,8081.0,2483.0,709.0,195,402.0,982.0,13,12674451.0,9387016.0,2020,9973.0,A1204,"BJC HealthCare ACO, LLC"
79718.0,9664.0,16597.0,9386.0,77574.0,10091.0,17682.0,9929.0,81628.0,10195.0,18197.0,10400.0,1.022,1.03,1.093,1.087,67576.0,6649.0,32110.0,19804.0,9013.0,38104.0,29472.0,60854.0,4092.0,215.0,302,71,628.0,8842.0,3201.0,734.0,169,813.0,1621.0,21,38140550.0,28471325.0,2020,10170.0,A1215,"Mercy Health Select, LLC"
79718.0,9664.0,16597.0,9386.0,77574.0,10091.0,17682.0,9929.0,81628.0,10195.0,18197.0,10400.0,1.022,1.03,1.093,1.087,67576.0,6649.0,32110.0,19804.0,9013.0,38104.0,29472.0,60854.0,4092.0,215.0,302,71,628.0,8842.0,3201.0,734.0,169,813.0,1621.0,21,38140550.0,28471325.0,2020,10170.0,A1652,Billings Clinic
71808.0,8717.0,14471.0,8719.0,76258.0,8813.0,15749.0,9393.0,79567.0,9438.0,15511.0,9920.0,0.973,0.975,0.959,1.051,18584.0,2823.0,8500.0,5277.0,1984.0,10525.0,8059.0,17221.0,839.0,138.0,267,51,560.0,10743.0,4607.0,616.0,210,91.0,72.0,0,15136952.0,5907195.0,2020,9355.0,A1216,Southern Kentucky Health Care Alliance
104864.0,10293.0,21435.0,11388.0,105513.0,11691.0,21698.0,11360.0,111338.0,12250.0,22900.0,11561.0,1.047,0.932,1.147,0.969,30400.0,1379.0,14601.0,9841.0,4579.0,17577.0,12823.0,26747.0,1273.0,381.0,221,39,350.0,12153.0,3866.0,638.0,374,242.0,429.0,0,0.0,0.0,2020,11332.0,A1220,"ProHEALTH Accountable Care Medical Group, PLLC"
85752.0,10125.0,17781.0,8882.0,76651.0,9709.0,17909.0,9214.0,80518.0,10090.0,18294.0,9601.0,1.02,1.016,1.057,1.025,13575.0,1730.0,6447.0,4002.0,1396.0,7576.0,5999.0,13033.0,315.0,24.0,263,53,567.0,11673.0,5738.0,691.0,205,59.0,1.0,0,16455573.0,8073516.0,2020,9331.0,A1225,Cumberland Center for Healthcare Innovation
80327.0,8234.0,15494.0,8828.0,77808.0,8023.0,14995.0,9071.0,75150.0,8464.0,14691.0,8990.0,0.993,0.944,1.079,1.087,19268.0,2922.0,8702.0,5487.0,2157.0,10911.0,8357.0,18740.0,208.0,41.0,300,45,642.0,9270.0,3240.0,733.0,198,462.0,730.0,0,0.0,0.0,2020,9488.0,A1241,"AnewCare Collaborative, LLC"
80327.0,8234.0,15494.0,8828.0,77808.0,8023.0,14995.0,9071.0,75150.0,8464.0,14691.0,8990.0,0.993,0.944,1.079,1.087,19268.0,2922.0,8702.0,5487.0,2157.0,10911.0,8357.0,18740.0,208.0,41.0,300,45,642.0,9270.0,3240.0,733.0,198,462.0,730.0,0,0.0,0.0,2020,9488.0,A3864,"Baptist Physician Partners ACO, LLC"
79940.0,10464.0,17410.0,9842.0,77556.0,10299.0,15835.0,9783.0,82415.0,10777.0,17476.0,9953.0,0.996,1.034,1.042,1.038,31961.0,2612.0,15129.0,10058.0,4162.0,18453.0,13508.0,27734.0,1492.0,250.0,263,41,515.0,10497.0,3879.0,588.0,239,333.0,522.0,0,20344028.0,9933608.0,2020,10334.0,A1242,Baptist Integrated Physician Partners
101086.0,11969.0,15098.0,10763.0,105533.0,12922.0,16918.0,10975.0,103023.0,13826.0,17329.0,11223.0,1.014,0.964,0.981,1.006,34089.0,3858.0,15260.0,10212.0,4759.0,19608.0,14481.0,27569.0,3372.0,867.0,253,50,491.0,10664.0,3778.0,570.0,240,471.0,767.0,0,16194093.0,6274717.0,2020,10718.0,A1247,"RWJBH Accountable Care, LLC"
115135.0,9639.0,14388.0,9034.0,95390.0,9620.0,12186.0,8380.0,86678.0,9352.0,8564.0,8523.0,1.034,0.889,0.877,0.981,8476.0,244.0,4425.0,2793.0,1014.0,4561.0,3915.0,7276.0,309.0,226.0,147,27,348.0,8323.0,2678.0,517.0,217,146.0,324.0,0,10006174.0,4987453.0,2020,8160.0,A1252,The Polyclinic
75284.0,9153.0,16381.0,8390.0,73833.0,9052.0,16774.0,8660.0,78009.0,9253.0,16872.0,8809.0,0.993,0.91,1.042,0.944,47084.0,4385.0,23847.0,13447.0,5405.0,27198.0,19886.0,41608.0,3177.0,245.0,251,44,527.0,8613.0,3695.0,689.0,193,360.0,511.0,0,22165801.0,8866320.0,2020,8286.0,A1262,University Hospitals Coordinated Care Organization
77652.0,9867.0,13470.0,8926.0,77470.0,10166.0,13871.0,9219.0,82957.0,10263.0,14129.0,9699.0,1.003,0.933,0.929,0.994,47480.0,8051.0,18748.0,14126.0,6555.0,26346.0,21134.0,45313.0,216.0,218.0,230,39,687.0,8240.0,2528.0,662.0,204,1157.0,2444.0,11,10913640.0,4229036.0,2020,10323.0,A1290,MaineHealth Accountable Care Organization
80015.0,10569.0,13663.0,9600.0,80238.0,10996.0,14528.0,9708.0,85568.0,11936.0,14030.0,10187.0,1.04,1.128,0.947,1.059,41756.0,7881.0,18916.0,10871.0,4088.0,23662.0,18094.0,36865.0,2261.0,673.0,271,40,629.0,8051.0,2729.0,807.0,236,823.0,2156.0,4,0.0,0.0,2020,10550.0,A1297,POM ACO
84369.0,10439.0,9444.0,7518.0,79724.0,8906.0,9855.0,8054.0,83504.0,9790.0,10690.0,7873.0,1.013,0.879,0.837,0.861,8573.0,571.0,3176.0,2945.0,1881.0,5290.0,3283.0,1221.0,471.0,4911.0,190,42,287.0,11765.0,6336.0,473.0,205,136.0,197.0,0,18228361.0,8828667.0,2020,9021.0,A1392,"Asian American Accountable Care Organization, LLC"
79484.0,10130.0,13755.0,7966.0,71343.0,9481.0,13803.0,8112.0,69092.0,10041.0,13992.0,7979.0,0.954,0.94,0.928,0.952,11631.0,1649.0,5743.0,3178.0,1061.0,6440.0,5191.0,9115.0,1979.0,152.0,233,26,478.0,10374.0,5180.0,589.0,199,96.0,31.0,0,10898034.0,8025380.0,2020,8353.0,A1401,TP-ACO L.L.C.
84287.0,8503.0,18703.0,8785.0,78685.0,8852.0,18807.0,8899.0,95535.0,9452.0,18956.0,9157.0,1.078,1.154,1.302,1.174,22567.0,1567.0,10678.0,7359.0,2963.0,13030.0,9537.0,21353.0,588.0,57.0,253,64,510.0,8404.0,3051.0,719.0,182,107.0,97.0,0,11271607.0,5600580.0,2020,9733.0,A1403,"AHN Accountable Care Organization, LLC"
88184.0,9000.0,15347.0,8777.0,79207.0,9139.0,16981.0,8758.0,81582.0,8946.0,17424.0,9077.0,1.056,0.973,1.121,1.002,18658.0,2180.0,9007.0,5349.0,2122.0,10603.0,8055.0,16884.0,961.0,109.0,248,52,574.0,7165.0,2696.0,638.0,188,172.0,629.0,6,13442915.0,9798624.0,2020,9145.0,A1459,"Alegent Health Partners, LLC"
91858.0,12372.0,20844.0,11504.0,96193.0,12610.0,20039.0,11937.0,106895.0,13704.0,21015.0,12114.0,1.008,0.974,1.124,1.05,31963.0,3500.0,14809.0,9385.0,4269.0,18560.0,13403.0,29136.0,1196.0,294.0,276,69,510.0,11387.0,3899.0,634.0,290,231.0,540.0,0,0.0,0.0,2020,12409.0,A1484,"Meridian Accountable Care Organization, LLC"
103366.0,12077.0,16138.0,10799.0,98579.0,12580.0,15629.0,10628.0,95372.0,12335.0,15858.0,10946.0,1.074,1.023,0.989,1.003,44182.0,5159.0,19566.0,13651.0,5806.0,24350.0,19832.0,41317.0,435.0,373.0,286,48,570.0,9659.0,3307.0,757.0,225,358.0,1064.0,3,18842238.0,7300792.0,2020,10754.0,A1490,Lahey Clinical Performance ACO
99061.0,10571.0,20451.0,10743.0,97883.0,11223.0,19951.0,11210.0,103365.0,10914.0,19439.0,11074.0,1.037,0.98,1.073,1.028,52322.0,3949.0,23773.0,16744.0,7856.0,30263.0,22059.0,45611.0,2391.0,1080.0,292,66,519.0,9618.0,3894.0,574.0,200,601.0,641.0,0,24523167.0,11955044.0,2020,10719.0,A1501,"AMITA Health Accountable Care Organization, LLC"
82662.0,10239.0,11918.0,9302.0,77274.0,10698.0,17214.0,9561.0,84903.0,11526.0,16176.0,9819.0,0.936,0.883,1.014,0.936,9132.0,603.0,5021.0,2719.0,789.0,4904.0,4228.0,8226.0,208.0,160.0,185,26,400.0,12788.0,6700.0,641.0,271,68.0,8.0,0,0.0,0.0,2020,9476.0,A1515,Commonwealth Primary Care ACO
105115.0,11461.0,20102.0,10864.0,114498.0,11513.0,20086.0,10874.0,103465.0,12184.0,21403.0,11061.0,1.03,1.113,1.075,1.102,22164.0,3478.0,9327.0,6364.0,2995.0,12814.0,9350.0,20604.0,407.0,78.0,300,72,676.0,11689.0,4367.0,668.0,220,151.0,412.0,1,14548963.0,5710468.0,2020,11543.0,A1522,"Southcoast Accountable Care Organization, LLC"
70969.0,10671.0,14802.0,9457.0,73343.0,10856.0,16189.0,9490.0,76533.0,11358.0,17102.0,9551.0,0.979,1.142,1.053,1.109,31239.0,4389.0,15524.0,8277.0,3049.0,17939.0,13300.0,22982.0,6985.0,220.0,264,28,654.0,9625.0,3368.0,644.0,243,634.0,1717.0,5,30377009.0,22355580.0,2020,10133.0,A1535,"Ochsner Accountable Care Network, LLC"
74968.0,9789.0,15246.0,8370.0,86986.0,10052.0,14623.0,8775.0,73698.0,12099.0,17547.0,9322.0,0.943,0.985,1.036,1.008,16434.0,1544.0,8704.0,4623.0,1563.0,9148.0,7286.0,13754.0,1523.0,232.0,293,24,521.0,9858.0,3116.0,803.0,282,395.0,601.0,2,0.0,0.0,2020,9746.0,A1539,Orlando Health Collaborative Care
82606.0,9052.0,15791.0,9089.0,80830.0,9305.0,15884.0,9313.0,89503.0,9849.0,16468.0,9608.0,1.045,1.032,1.115,1.079,74887.0,10961.0,34080.0,20642.0,9204.0,41862.0,33025.0,71321.0,1195.0,247.0,279,63,583.0,8932.0,3370.0,762.0,189,1005.0,2369.0,9,38175281.0,18489695.0,2020,9936.0,A1552,Keystone ACO
75916.0,8933.0,15957.0,8909.0,88220.0,9485.0,15908.0,9370.0,100021.0,8132.0,17132.0,9365.0,1.085,1.019,1.136,1.01,9178.0,860.0,4464.0,2740.0,1114.0,5372.0,3806.0,8549.0,247.0,21.0,242,59,557.0,9602.0,4151.0,642.0,171,44.0,93.0,0,5183270.0,2073308.0,2020,9255.0,A1617,"Northern Ohio Medical Specialists, LLC"
87942.0,9041.0,15676.0,9050.0,86052.0,10049.0,16121.0,9269.0,94164.0,8873.0,15094.0,9200.0,0.945,1.132,1.082,1.077,4665.0,391.0,2309.0,1331.0,634.0,2507.0,2158.0,4067.0,344.0,50.0,240,48,520.0,8197.0,2877.0,668.0,141,33.0,5.0,0,4427002.0,2185832.0,2020,9197.0,A1637,American Health Network of Ohio PC
87942.0,9041.0,15676.0,9050.0,86052.0,10049.0,16121.0,9269.0,94164.0,8873.0,15094.0,9200.0,0.945,1.132,1.082,1.077,4665.0,391.0,2309.0,1331.0,634.0,2507.0,2158.0,4067.0,344.0,50.0,240,48,520.0,8197.0,2877.0,668.0,141,33.0,5.0,0,4427002.0,2185832.0,2020,9197.0,A3281,Roper St. Francis Health Alliance
81831.0,10754.0,17957.0,10157.0,81479.0,10332.0,18046.0,10260.0,81058.0,10919.0,17866.0,10807.0,1.083,1.165,1.157,1.255,66651.0,2557.0,30372.0,25142.0,8580.0,36897.0,29754.0,62733.0,1222.0,268.0,234,45,447.0,12591.0,4694.0,824.0,319,276.0,116.0,0,55435857.0,40667398.0,2020,10621.0,A1638,"Millennium Accountable Care Organization, LLC"
65678.0,9888.0,12617.0,8888.0,67356.0,11236.0,14113.0,9714.0,67183.0,12952.0,15889.0,9819.0,0.968,1.088,1.166,1.036,11576.0,1010.0,5647.0,3439.0,1480.0,6603.0,4973.0,10932.0,27.0,25.0,244,47,626.0,6796.0,2293.0,604.0,217,116.0,389.0,1,0.0,0.0,2020,10170.0,A1215,"Mercy Health Select, LLC"
65678.0,9888.0,12617.0,8888.0,67356.0,11236.0,14113.0,9714.0,67183.0,12952.0,15889.0,9819.0,0.968,1.088,1.166,1.036,11576.0,1010.0,5647.0,3439.0,1480.0,6603.0,4973.0,10932.0,27.0,25.0,244,47,626.0,6796.0,2293.0,604.0,217,116.0,389.0,1,0.0,0.0,2020,10170.0,A1652,Billings Clinic
89867.0,8864.0,11438.0,7434.0,90527.0,8820.0,10981.0,7588.0,92543.0,10001.0,11421.0,7809.0,0.955,0.853,0.809,0.913,9268.0,2224.0,3670.0,2457.0,917.0,5516.0,3752.0,2623.0,4110.0,556.0,311,46,795.0,8173.0,2638.0,367.0,117,1173.0,3515.0,11,15712618.0,11415300.0,2020,10714.0,A1675,HHC ACO Inc
84507.0,8641.0,11930.0,9483.0,86561.0,8645.0,12958.0,9850.0,90371.0,7935.0,10858.0,9626.0,0.997,0.823,0.787,1.027,38372.0,2866.0,17990.0,12691.0,4825.0,21430.0,16942.0,33881.0,1201.0,1235.0,197,37,556.0,8306.0,3121.0,684.0,183,378.0,1017.0,7,20429936.0,9894971.0,2020,9383.0,A1694,Rainier Health Network
92518.0,9219.0,14662.0,9971.0,72073.0,9864.0,15301.0,10125.0,97305.0,10224.0,13666.0,10696.0,0.968,1.168,1.168,1.354,9048.0,635.0,3820.0,3387.0,1206.0,5272.0,3776.0,7911.0,693.0,108.0,286,53,560.0,13620.0,6402.0,734.0,245,45.0,4.0,0,9597026.0,7152784.0,2020,10832.0,A1702,"American Health Alliance, LLC"
66306.0,9259.0,12488.0,8700.0,61481.0,9111.0,11984.0,9045.0,70019.0,10703.0,13478.0,9663.0,0.875,0.917,0.863,0.947,10588.0,758.0,5540.0,3192.0,1098.0,6079.0,4509.0,9962.0,140.0,79.0,254,37,460.0,12550.0,5476.0,705.0,208,45.0,20.0,0,0.0,0.0,2020,9528.0,A1736,Amarillo Legacy Medical ACO
81242.0,8610.0,15528.0,8976.0,81772.0,9720.0,15431.0,9268.0,88687.0,9150.0,18579.0,9234.0,0.962,0.805,0.888,0.974,3418.0,806.0,1459.0,850.0,303.0,1877.0,1541.0,1264.0,1997.0,47.0,320,45,754.0,9045.0,3830.0,584.0,191,52.0,31.0,0,0.0,0.0,2020,11405.0,A1737,The Premier HealthCare Network LLC
90321.0,12361.0,17112.0,10392.0,89942.0,12305.0,17731.0,10489.0,95747.0,11712.0,18644.0,11333.0,1.054,1.061,0.923,1.055,23615.0,2373.0,8811.0,7691.0,4740.0,14115.0,9500.0,20866.0,1117.0,316.0,292,100,661.0,11115.0,3143.0,695.0,196,440.0,797.0,0,0.0,0.0,2020,12558.0,A1749,"HARTFORD HEALTHCARE ACCOUNTABLE CARE ORGANIZATION, INC."
83963.0,10449.0,18868.0,10106.0,77293.0,10835.0,20353.0,10164.0,78723.0,10495.0,20008.0,10706.0,1.033,1.376,1.399,1.436,7688.0,309.0,3610.0,3063.0,706.0,4106.0,3582.0,7268.0,177.0,38.0,247,42,526.0,13243.0,5409.0,732.0,262,35.0,35.0,0,6201838.0,4622308.0,2020,10436.0,A1761,"Paradigm ACO, LLC"
82105.0,9891.0,13924.0,9166.0,84247.0,10655.0,13753.0,9314.0,88108.0,11027.0,14304.0,10190.0,1.039,0.973,0.91,1.055,19093.0,1786.0,7901.0,6264.0,3142.0,10576.0,8517.0,17419.0,454.0,216.0,234,56,540.0,9727.0,3619.0,634.0,195,243.0,25.0,0,14838151.0,5749783.0,2020,9976.0,A2000,"ProHealth Physicians ACO, LLC"
82105.0,9891.0,13924.0,9166.0,84247.0,10655.0,13753.0,9314.0,88108.0,11027.0,14304.0,10190.0,1.039,0.973,0.91,1.055,19093.0,1786.0,7901.0,6264.0,3142.0,10576.0,8517.0,17419.0,454.0,216.0,234,56,540.0,9727.0,3619.0,634.0,195,243.0,25.0,0,14838151.0,5749783.0,2020,9976.0,A3053,eBrightHealth ACO
80782.0,10339.0,18130.0,10240.0,75596.0,11091.0,19589.0,10740.0,82091.0,10973.0,20962.0,11051.0,1.008,1.013,1.031,1.072,15207.0,1172.0,6795.0,4939.0,2301.0,8686.0,6521.0,13781.0,428.0,74.0,277,62,587.0,11022.0,3915.0,555.0,171,183.0,311.0,2,5095517.0,2467947.0,2020,11629.0,A2021,"Covenant ACO, Inc."
